person_id,player_name,player_type,draft_year,draft_pick,draft_round,draft_bonus,draft_school,draft_rank,draft_position,height,weight,bats,throws,college_season,fg_G,fg_AB,fg_PA,fg_H,fg_1B,fg_2B,fg_3B,fg_HR,fg_R,fg_RBI,fg_BB,fg_IBB,fg_SO,fg_HBP,fg_SF,fg_SH,fg_GDP,fg_SB,fg_CS,fg_AVG,fg_BB_pct,fg_K_pct,fg_BB/K,fg_OBP,fg_SLG,fg_OPS,fg_ISO,fg_Spd,fg_BABIP,fg_wRC,fg_wRAA,fg_wOBA,fg_wRC_plus,fg_wBsR,fg_Age,fg_MaxAge,reached_mlb,mlb_debut_date,peak_level,peak_level_rank,num_milb_seasons,milb_seasons_list,first_milb_level,first_milb_season,first_milb_avg,first_milb_obp,first_milb_slg,first_milb_ops,first_milb_babip,first_milb_gamesPlayed,first_milb_plateAppearances,first_milb_homeRuns,first_milb_strikeOuts,first_milb_baseOnBalls,best_milb_avg,best_milb_obp,best_milb_slg,best_milb_ops,best_milb_babip,best_milb_gamesPlayed,best_milb_plateAppearances,best_milb_homeRuns,best_milb_strikeOuts,best_milb_baseOnBalls,first_milb_era,first_milb_whip,first_milb_k_per_9,first_milb_bb_per_9,first_milb_fip,first_milb_gamesPitched,first_milb_inningsPitched,first_milb_k_bb,fg_W,fg_L,fg_ERA,fg_GS,fg_CG,fg_SHO,fg_SV,fg_IP,fg_TBF,fg_ER,fg_WP,fg_BK,fg_K_per_nine,fg_BB_per_nine,fg_KBB,fg_HR_per_nine,fg_WHIP,fg_LOB_pct,fg_FIP,fg_ERA_minus_FIP,fg_K_minus_BB_pct,best_milb_era,best_milb_whip,best_milb_k_per_9,best_milb_bb_per_9,best_milb_fip,best_milb_gamesPitched,best_milb_inningsPitched,best_milb_k_bb,best_milb_k_bb_pct,draftability_score,school_class,conference_tier,conference,bmi
681080,Caleb Ricketts,hitter,2022,212,7,218800.0,University of San Diego,,Catcher,"6' 3""",225,L,R,2022,56.0,228.0,253.0,85.0,54.0,13.0,2.0,16.0,46.0,55.0,14.0,,29.0,8.0,3.0,0.0,3.0,0.0,4.0,0.372807017,0.055335968,0.114624505,0.48275862,0.422924901,0.657894736,1.080819637,0.285087719,4.0002348015623514,0.370967741,61.48063009291013,25.65131794720014,0.4755318673703039,171.59310746151596,-1.967068947851658,22,22,False,,AA,3,3,"[2022, 2023, 2025]",A,2022,0.259,0.362,0.37,0.732,0.375,22.0,94.0,3.0,30.0,11.0,0.259,0.362,0.37,0.732,0.375,22.0,94.0,3.0,30.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4YR SR,2.0,Mountain West,28.1
669439,Drew Swift,hitter,2021,248,8,125000.0,Arizona State,184.0,Shortstop,"6' 0""",165,R,R,2021,54.0,223.0,257.0,70.0,50.0,10.0,4.0,6.0,42.0,38.0,23.0,,50.0,4.0,5.0,2.0,3.0,6.0,3.0,0.313901345,0.089494163,0.194552529,0.46,0.380392156,0.475336322,0.855728478,0.161434977,6.7510574950029385,0.372093023,43.32266773154889,3.629155768658266,0.3873691252633637,109.14294449947177,-0.4781413907185197,22,22,False,,AAA,4,3,"[2021, 2023, 2025]",A+,2021,0.174,0.336,0.261,0.597,0.259,32.0,118.0,1.0,34.0,21.0,0.253,0.323,0.322,0.645,0.351,64.0,292.0,0.0,73.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4YR SR,1.0,Big 12,22.4
800597,Nik McClaughry,hitter,2023,311,10,25000.0,Arizona,,Shortstop,"5' 9""",159,R,R,2023,58.0,240.0,290.0,78.0,57.0,12.0,5.0,4.0,71.0,39.0,35.0,,36.0,11.0,3.0,1.0,1.0,7.0,3.0,0.325,0.120689655,0.124137931,0.972222222,0.429065743,0.466666666,0.895732409,0.141666666,7.334376711867845,0.364532019,56.90143428453415,6.0307877481838945,0.4100060231957881,111.85514271746972,-0.5444529200904071,23,23,False,,A+,2,2,"[2023, 2024]",A,2023,0.256,0.355,0.397,0.752,0.284,27.0,94.0,1.0,12.0,8.0,0.256,0.355,0.397,0.752,0.284,27.0,94.0,1.0,12.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4YR 5S,1.0,Big 12,23.5
681142,Justice Thompson,hitter,2021,180,6,250000.0,North Carolina,119.0,Outfield,"6' 4""",205,R,R,2021,54.0,207.0,241.0,63.0,48.0,8.0,0.0,7.0,36.0,24.0,25.0,,67.0,5.0,4.0,0.0,4.0,15.0,2.0,0.304347826,0.103734439,0.278008298,0.373134328,0.385892116,0.444444444,0.83033656,0.140096618,5.425891287187781,0.408759124,39.66164171573828,2.923376290771469,0.3761184732449005,107.9573062499156,1.8461898700334132,20,20,False,,AA,3,4,"[2021, 2022, 2023, 2024]",A,2021,0.217,0.341,0.333,0.674,0.295,21.0,83.0,2.0,23.0,13.0,0.248,0.347,0.407,0.754,0.352,104.0,394.0,9.0,118.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4YR JR,1.0,ACC,25.0
810938,Ben Williamson,hitter,2023,57,2,600000.0,William & Mary,,Second Base,"6' 0""",210,R,R,2023,55.0,210.0,263.0,82.0,54.0,11.0,5.0,12.0,57.0,49.0,40.0,,22.0,13.0,0.0,0.0,4.0,14.0,1.0,0.39047619,0.152091254,0.08365019,1.818181818,0.513307984,0.661904761,1.175212745,0.271428571,8.096566316996501,0.397727272,79.40655156155145,35.0405888177923,0.520783733052446,178.98079214503548,1.6508349664509296,22,22,True,2025-04-15,AAA,4,2,"[2024, 2025]",AA,2024,0.24,0.259,0.28,0.539,0.316,6.0,28.0,0.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4YR SR,,,28.5
806189,Andrew Keck,hitter,2022,305,10,2500.0,Southeast Missouri St U,,Catcher,"6' 2""",225,R,R,2022,57.0,224.0,258.0,73.0,39.0,15.0,2.0,17.0,47.0,68.0,27.0,,37.0,4.0,3.0,0.0,9.0,11.0,5.0,0.325892857,0.104651162,0.143410852,0.729729729,0.403100775,0.638392857,1.041493632,0.3125,6.124995219025902,0.323699421,58.8351907397109,15.607068386157133,0.437016487121582,136.10397013895303,-0.9112174140755088,22,22,False,,A+,2,1,[2023],A+,2023,0.125,0.25,0.125,0.375,0.231,8.0,28.0,0.0,11.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4YR SR,4.0,OVC,28.9
813386,Justin Johnson,hitter,2023,289,10,57500.0,Wake Forest,,Shortstop,"5' 10""",185,R,R,2023,65.0,238.0,293.0,77.0,42.0,16.0,3.0,16.0,60.0,76.0,33.0,,48.0,13.0,6.0,3.0,2.0,7.0,0.0,0.323529411,0.112627986,0.163822525,0.6875,0.424137931,0.617647058,1.041784989,0.294117647,7.45417135416281,0.338888888,66.51013957057818,13.989496068104344,0.4452515671993124,126.63618557424074,0.9372793845832348,23,23,False,,AA,3,3,"[2023, 2024, 2025]",A+,2023,0.202,0.296,0.239,0.535,0.259,30.0,126.0,0.0,25.0,12.0,0.232,0.305,0.368,0.673,0.28,82.0,323.0,8.0,74.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4YR GR,1.0,ACC,26.5
802407,Joe Lampe,hitter,2022,92,3,800000.0,Arizona State,106.0,Outfield,"5' 11""",185,L,R,2022,57.0,256.0,283.0,87.0,50.0,22.0,3.0,12.0,60.0,41.0,22.0,,30.0,2.0,2.0,1.0,3.0,17.0,3.0,0.33984375,0.077738515,0.106007067,0.733333333,0.393617021,0.58984375,0.983460771,0.25,8.051525717900532,0.347222222,58.2985488526016,12.925395702519966,0.4289767632247708,128.48688002741707,1.6971245077438653,21,21,False,,AAA,4,4,"[2022, 2023, 2024, 2025]",A,2022,,,,,,,,,,,0.235,0.336,0.332,0.668,0.287,111.0,459.0,5.0,89.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4YR JR,1.0,Big 12,25.8
805672,Collin Price,hitter,2022,193,6,122500.0,Mercer,,Catcher,"6' 4""",225,R,R,2022,58.0,203.0,263.0,64.0,38.0,7.0,1.0,18.0,53.0,58.0,52.0,,34.0,5.0,3.0,0.0,2.0,3.0,1.0,0.315270935,0.197718631,0.129277566,1.529411764,0.460076045,0.625615763,1.085691808,0.310344828,4.412412249983834,0.298701298,68.01242009159375,22.757031235659607,0.472486820057771,150.28579316400146,-0.2484899025876075,22,22,True,2026-06-04,AAA,4,3,"[2022, 2024, 2025]",A,2022,0.29,0.371,0.468,0.839,0.372,19.0,70.0,2.0,17.0,7.0,0.29,0.371,0.468,0.839,0.372,19.0,70.0,2.0,17.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4YR SR,3.0,SoCon,27.4
701162,Ben Malgeri,hitter,2021,525,18,125000.0,Northeastern,,Outfielder,"6' 1""",215,R,R,2021,45.0,168.0,195.0,47.0,32.0,7.0,1.0,7.0,30.0,28.0,10.0,,26.0,12.0,3.0,2.0,0.0,23.0,5.0,0.279761904,0.051282051,0.133333333,0.384615384,0.357512953,0.458333333,0.815846286,0.178571429,7.709537572254336,0.289855072,31.75100364533098,2.123606733948303,0.3730667718333901,107.16771284463546,1.7136948532424867,21,21,True,2026-06-23,AA,3,5,"[2021, 2022, 2023, 2024, 2025]",A,2021,0.266,0.348,0.38,0.728,0.351,40.0,178.0,2.0,42.0,15.0,0.266,0.348,0.38,0.728,0.351,40.0,178.0,2.0,42.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4YR JR,3.0,CAA,28.4
691002,Yohandy Morales,hitter,2023,40,2,2600000.0,Miami,20.0,Third Base,"6' 3""",225,R,R,2023,61.0,240.0,278.0,98.0,65.0,13.0,0.0,20.0,58.0,70.0,30.0,,55.0,4.0,4.0,0.0,12.0,7.0,3.0,0.408333333,0.107913669,0.197841726,0.545454545,0.474820143,0.7125,1.187320143,0.304166667,3.900430013365077,0.461538461,78.5962695694516,28.764396212155603,0.5045371130644847,157.72288753006342,-0.584361155051738,21,21,False,,AAA,4,4,"[2023, 2023, 2024, 2025]",AA,2023,0.286,0.412,0.357,0.769,0.333,4.0,17.0,0.0,2.0,3.0,0.314,0.4,0.443,0.843,0.407,18.0,80.0,0.0,16.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4YR JR,,,28.1
696285,Jacob Young,hitter,2021,203,7,275000.0,Florida,,Outfielder,"5' 11""",192,R,R,2021,60.0,254.0,292.0,80.0,56.0,16.0,3.0,5.0,56.0,41.0,27.0,,45.0,5.0,5.0,1.0,2.0,13.0,1.0,0.314960629,0.092465753,0.154109589,0.6,0.384879725,0.460629921,0.845509646,0.145669292,7.870367622650741,0.358851674,50.20298932782889,3.271407532613279,0.379954710858794,106.97058868991029,1.626356527209282,21,21,True,2023-08-26,A,1,2,"[2021, 2022]",A,2021,0.208,0.283,0.267,0.55,0.247,26.0,114.0,0.0,17.0,10.0,0.208,0.283,0.267,0.55,0.247,26.0,114.0,0.0,17.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4YR JR,2.0,American,26.8
693832,Tre Richardson III,hitter,2023,455,15,150000.0,TCU,,Shortstop,"5' 9""",165,R,R,2023,68.0,270.0,321.0,84.0,60.0,16.0,2.0,6.0,58.0,60.0,28.0,,50.0,11.0,5.0,7.0,2.0,25.0,4.0,0.311111111,0.087227414,0.155763239,0.56,0.391719745,0.451851851,0.843571596,0.14074074,7.803706074083997,0.356164383,54.96213629562824,-1.5200780061963288,0.3842416289885332,97.3087492673827,2.218740308657289,21,21,False,,A+,2,3,"[2023, 2024, 2025]",A,2023,0.0,0.1,0.0,0.1,0.0,2.0,10.0,0.0,1.0,0.0,0.241,0.333,0.329,0.662,0.327,61.0,249.0,1.0,59.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4YR SR,,,24.4
684922,Dalton Shuffield,hitter,2022,294,10,20000.0,Texas State,,Shortstop,"5' 9""",170,R,R,2022,61.0,238.0,273.0,90.0,52.0,20.0,5.0,13.0,78.0,48.0,28.0,,32.0,2.0,2.0,3.0,5.0,16.0,3.0,0.37815126,0.102564102,0.117216117,0.875,0.444444444,0.668067226,1.11251167,0.289915966,8.654179404839072,0.394871794,70.24189892849195,26.974051047770864,0.4813227269384596,162.342021544801,1.386428242083639,23,23,False,,AAA,4,2,"[2022, 2023]",AAA,2022,0.271,0.314,0.542,0.856,0.344,14.0,51.0,2.0,14.0,3.0,0.271,0.314,0.542,0.856,0.344,14.0,51.0,2.0,14.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4YR 5S,,,25.1
690958,Drew Bowser,hitter,2023,596,20,150000.0,Stanford,,Third Base,"6' 3""",226,R,R,2023,61.0,244.0,272.0,66.0,38.0,11.0,3.0,14.0,41.0,48.0,26.0,,81.0,1.0,1.0,0.0,4.0,1.0,0.0,0.270491803,0.095588235,0.297794117,0.320987654,0.341911764,0.512295081,0.854206845,0.241803278,5.062366147650003,0.346666666,42.209123062620634,-5.504035068025116,0.3676536094178171,88.46432455182645,-0.0166057092137634,21,21,False,,A+,2,2,"[2024, 2025]",A,2024,0.162,0.289,0.283,0.572,0.287,58.0,228.0,4.0,95.0,31.0,0.204,0.326,0.27,0.596,0.289,89.0,340.0,2.0,91.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4YR JR,1.0,ACC,28.2
686960,Nate Baez,hitter,2022,354,12,125000.0,Arizona State,236.0,Catcher,"5' 11""",191,R,R,2022,57.0,210.0,243.0,67.0,36.0,21.0,0.0,10.0,35.0,48.0,26.0,,37.0,5.0,2.0,0.0,7.0,2.0,1.0,0.319047619,0.106995884,0.152263374,0.702702702,0.403292181,0.561904761,0.965196942,0.242857142,2.798066820889897,0.345454545,49.36335221924418,10.403365592142285,0.425809666453075,126.7026929236812,-0.296075944090262,21,21,False,,A+,2,3,"[2022, 2023, 2024]",A,2022,0.0,0.143,0.0,0.143,0.0,2.0,7.0,0.0,1.0,1.0,0.268,0.424,0.381,0.805,0.429,29.0,125.0,2.0,40.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4YR JR,1.0,Big 12,26.6
806187,Griffin Cheney,hitter,2022,259,9,1000.0,Georgia St U,,Shortstop,"5' 11""",185,R,R,2022,53.0,197.0,236.0,69.0,44.0,9.0,0.0,16.0,47.0,38.0,33.0,,47.0,3.0,3.0,0.0,6.0,12.0,4.0,0.350253807,0.139830508,0.199152542,0.702127659,0.444915254,0.639593908,1.084509162,0.289340101,4.769957155303016,0.386861313,58.346474131337736,20.94276680587921,0.4704771731364525,155.99115249098497,0.0517528615891933,23,23,False,,A+,2,1,[2022],A+,2022,0.16,0.3,0.2,0.5,0.222,11.0,30.0,0.0,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4YR 5S,2.0,Sun Belt,25.8
681132,Max Ferguson,hitter,2021,160,5,324100.0,Tennessee,144.0,Second Base,"6' 1""",180,L,R,2021,67.0,245.0,312.0,62.0,37.0,11.0,2.0,12.0,46.0,46.0,47.0,,71.0,6.0,6.0,8.0,3.0,15.0,4.0,0.253061224,0.150641025,0.227564102,0.66197183,0.378289473,0.461224489,0.839513962,0.208163265,6.421518550738061,0.297619047,52.87597247169532,2.72989877269782,0.377119969968733,105.44389335261631,0.6742531955242157,21,21,False,,AAA,4,4,"[2021, 2022, 2024, 2025]",A,2021,0.17,0.328,0.255,0.583,0.296,12.0,58.0,0.0,20.0,9.0,0.279,0.343,0.459,0.802,0.357,19.0,68.0,2.0,17.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4YR JR,2.0,CUSA,23.7
702463,Aaron McKeithan,hitter,2021,481,16,50000.0,UNC Charlotte,,Catcher,"5' 11""",225,R,R,2021,61.0,180.0,221.0,50.0,35.0,12.0,0.0,3.0,35.0,24.0,26.0,,20.0,12.0,3.0,0.0,10.0,2.0,1.0,0.277777777,0.117647058,0.090497737,1.3,0.398190045,0.394444444,0.792634489,0.116666667,3.689838142311769,0.29375,37.112742580936704,1.8701839228136887,0.3775605839841506,105.30660654056294,-0.1694301988463848,21,21,False,,AA,3,3,"[2021, 2022, 2024]",A,2021,0.154,0.263,0.185,0.448,0.204,22.0,76.0,0.0,17.0,6.0,0.253,0.325,0.333,0.658,0.31,25.0,83.0,1.0,16.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4YR JR,,,31.4
690969,Kellum Clark,hitter,2023,606,20,150000.0,Mississippi State,,Outfield,"6' 3""",205,L,R,2023,52.0,187.0,218.0,56.0,33.0,11.0,1.0,11.0,46.0,29.0,28.0,,49.0,2.0,1.0,0.0,4.0,6.0,0.0,0.29946524,0.128440366,0.224770642,0.571428571,0.394495412,0.545454545,0.939949957,0.245989305,6.6410989623409105,0.3515625,42.84534807675675,2.9895080196221215,0.4101052978716859,107.50080293210873,0.8079178892076015,22,22,False,,A+,2,2,"[2023, 2024]",A,2023,0.231,0.367,0.359,0.726,0.32,11.0,49.0,1.0,14.0,8.0,0.203,0.345,0.235,0.58,0.352,60.0,229.0,0.0,80.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4YR JR,1.0,SEC,25.6
694552,Jack Payton,hitter,2023,330,11,175000.0,Louisville,148.0,First Base,"5' 11""",209,R,R,2023,48.0,179.0,214.0,67.0,44.0,10.0,1.0,12.0,43.0,41.0,22.0,,41.0,12.0,1.0,0.0,3.0,8.0,3.0,0.374301675,0.102803738,0.191588785,0.536585365,0.471962616,0.6424581,1.114420716,0.268156425,5.70935227964651,0.433070866,56.49528452410148,18.13549711956427,0.4846164266639781,147.2773660821155,-0.2739391820505261,21,21,False,,A+,2,3,"[2023, 2024, 2025]",A,2023,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.206,0.292,0.302,0.594,0.25,18.0,72.0,1.0,15.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4YR JR,2.0,CUSA,29.1
823089,Nolan Clifford,hitter,2024,498,17,50000.0,Creighton,,Shortstop,"5' 10""",175,L,R,2024,41.0,155.0,195.0,54.0,41.0,8.0,0.0,5.0,38.0,37.0,28.0,,33.0,8.0,1.0,3.0,2.0,13.0,2.0,0.348387096,0.143589743,0.169230769,0.848484848,0.46875,0.496774193,0.965524193,0.148387097,5.763621099329564,0.415254237,44.67810772723637,13.32696996993504,0.4509038071458538,142.50872830550253,1.2401273127179593,22,22,False,,A+,2,1,[2025],A+,2025,0.0,0.429,0.0,0.429,0.0,3.0,7.0,0.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4YR SR,2.0,Big East,25.1
694249,Cole Carrigg,hitter,2023,65,0,1300000.0,San Diego State,47.0,Outfielder,"6' 2""",204,S,R,2023,42.0,155.0,174.0,47.0,32.0,8.0,5.0,2.0,30.0,27.0,9.0,,22.0,5.0,2.0,3.0,2.0,17.0,7.0,0.303225806,0.051724137,0.126436781,0.409090909,0.356725146,0.458064516,0.814789662,0.15483871,8.932577794852094,0.338345864,27.26792193053175,-1.12190186383318,0.3631130631207026,96.04822533609432,-0.5833223145455122,21,21,True,2026-06-09,AA,3,3,"[2023, 2024, 2025]",A,2023,0.326,0.376,0.554,0.93,0.386,23.0,101.0,3.0,20.0,7.0,0.326,0.376,0.554,0.93,0.386,23.0,101.0,3.0,20.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4YR JR,2.0,Mountain West,26.2
690985,Colby Halter,hitter,2023,496,17,125000.0,Florida,,Second Base,"6' 1""",205,L,R,2023,59.0,174.0,216.0,43.0,27.0,9.0,4.0,3.0,29.0,30.0,25.0,,34.0,6.0,4.0,7.0,2.0,9.0,2.0,0.247126436,0.11574074,0.157407407,0.735294117,0.354066985,0.396551724,0.750618709,0.149425288,7.745428882739469,0.283687943,28.8498826436155,-10.640307504738075,0.3436307350984601,73.05582104121196,0.4534320160746574,21,21,False,,AAA,4,2,"[2023, 2025]",A+,2023,0.198,0.293,0.259,0.552,0.32,23.0,92.0,0.0,31.0,11.0,0.198,0.293,0.259,0.552,0.32,23.0,92.0,0.0,31.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4YR JR,2.0,American,27.0
687628,Justin Boyd,hitter,2022,73,0,847500.0,Oregon State,153.0,Outfielder,"6' 0""",201,R,R,2022,62.0,241.0,308.0,90.0,63.0,14.0,4.0,9.0,72.0,53.0,52.0,,58.0,7.0,4.0,4.0,1.0,24.0,7.0,0.373443983,0.168831168,0.188311688,0.896551724,0.490131578,0.576763485,1.066895063,0.203319502,8.38126296351087,0.455056179,77.42334787415412,28.041965647210148,0.4792112257135542,156.78651423392034,0.9803601582534612,21,21,False,,A,1,1,[2022],A,2022,0.183,0.263,0.239,0.502,0.302,21.0,80.0,0.0,29.0,8.0,0.183,0.263,0.239,0.502,0.302,21.0,80.0,0.0,29.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4YR JR,2.0,Big Ten,27.3
690804,Ryan Nicholson,hitter,2024,292,10,1000.0,Kentucky,,First Base,"6' 4""",226,L,L,2024,59.0,206.0,245.0,63.0,30.0,10.0,0.0,23.0,47.0,63.0,28.0,,56.0,7.0,1.0,3.0,3.0,3.0,0.0,0.305825242,0.114285714,0.228571428,0.5,0.404958677,0.689320388,1.094279065,0.383495146,3.999104642555137,0.3125,58.13392238933154,13.67014186698504,0.4532911095244825,130.74444346925188,0.1419076360762119,23,23,False,,AA,3,2,"[2024, 2025]",AA,2024,0.167,0.214,0.167,0.381,0.222,3.0,14.0,0.0,4.0,1.0,0.187,0.289,0.333,0.622,0.231,36.0,143.0,5.0,41.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4YR 5S,3.0,Horizon,27.5
700681,Nick Lorusso,hitter,2023,276,9,50000.0,Maryland,,Third Base,"6' 1""",215,R,R,2023,61.0,264.0,303.0,100.0,52.0,20.0,2.0,26.0,74.0,105.0,34.0,,46.0,1.0,4.0,0.0,4.0,3.0,0.0,0.378787878,0.112211221,0.151815181,0.739130434,0.445544554,0.765151515,1.210696069,0.386363637,5.524295957645055,0.37755102,85.74172449903675,34.27830123202989,0.5038295992136789,166.6071144435618,0.2320543765090406,22,22,False,,AA,3,2,"[2023, 2025]",A,2023,0.169,0.25,0.27,0.52,0.238,26.0,100.0,0.0,27.0,9.0,0.169,0.25,0.27,0.52,0.238,26.0,100.0,0.0,27.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4YR SR,2.0,Big Ten,28.4
814430,Brett Callahan,hitter,2023,380,13,197500.0,Saint Joseph's,,Outfield,"6' 0""",195,L,R,2023,53.0,221.0,262.0,76.0,44.0,15.0,6.0,11.0,61.0,55.0,30.0,,34.0,8.0,3.0,0.0,4.0,14.0,9.0,0.343891402,0.114503816,0.129770992,0.882352941,0.435114503,0.615384615,1.050499118,0.271493213,7.928913845862773,0.363128491,64.27403399532712,21.225666822847483,0.4592161733685559,149.3065549682842,-3.2471257905708626,21,21,False,,A+,2,2,"[2023, 2025]",A,2023,0.222,0.417,0.222,0.639,0.222,3.0,12.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4YR JR,4.0,Atlantic 10,26.4
694380,Jack Moss,hitter,2023,318,11,150000.0,Texas A&M,,First Base,"6' 4""",205,L,R,2023,65.0,262.0,315.0,93.0,73.0,15.0,1.0,4.0,53.0,38.0,47.0,,46.0,4.0,2.0,0.0,2.0,3.0,2.0,0.354961832,0.149206349,0.146031746,1.02173913,0.457142857,0.465648854,0.922791711,0.110687022,3.7427406378868007,0.41588785,66.9108858082123,9.321025175196668,0.4268650821277073,116.1851844625806,-1.1573207080364227,21,21,False,,A+,2,3,"[2023, 2024, 2025]",A,2023,0.333,0.474,0.333,0.807,0.409,9.0,38.0,0.0,7.0,9.0,0.337,0.418,0.38,0.798,0.419,31.0,110.0,0.0,21.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4YR JR,1.0,SEC,25.0
805782,Ryan Lasko,hitter,2023,41,2,1700000.0,Rutgers,89.0,Outfield,"5' 11""",190,R,R,2023,56.0,227.0,279.0,75.0,43.0,18.0,3.0,11.0,60.0,54.0,37.0,,34.0,7.0,7.0,1.0,6.0,18.0,2.0,0.330396475,0.132616487,0.121863799,1.088235294,0.428057553,0.581497797,1.00955535,0.251101322,8.362963450697622,0.338624338,62.23080493434544,14.843692421160892,0.4411970707152387,131.32432350046847,2.12925107171759,21,21,False,,AAA,4,2,"[2024, 2025]",A+,2024,0.245,0.341,0.342,0.683,0.303,41.0,179.0,2.0,35.0,20.0,0.245,0.341,0.342,0.683,0.303,41.0,179.0,2.0,35.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4YR JR,2.0,Big Ten,26.5
814194,Quinn McDaniel,hitter,2023,153,5,300450.0,University of Maine,,Second Base,"5' 9""",191,R,R,2023,53.0,192.0,261.0,68.0,37.0,14.0,1.0,16.0,77.0,45.0,60.0,,44.0,6.0,3.0,0.0,1.0,32.0,6.0,0.354166666,0.229885057,0.168582375,1.363636363,0.513409961,0.6875,1.200909961,0.333333334,7.792494599804766,0.385185185,79.74605876393875,38.69818833656868,0.5243673297180527,194.27575154000033,2.3777253793086857,20,20,False,,A+,2,3,"[2023, 2024, 2025]",A,2023,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.236,0.345,0.39,0.735,0.346,116.0,511.0,13.0,166.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4YR JR,,,28.2
701209,Colton Bender,hitter,2021,310,10,5000.0,Quinnipiac University,,Catcher,"5' 7""",195,R,R,2021,28.0,94.0,107.0,25.0,15.0,7.0,0.0,3.0,15.0,19.0,11.0,,19.0,1.0,0.0,1.0,1.0,1.0,0.0,0.265957446,0.102803738,0.177570093,0.578947368,0.349056603,0.436170212,0.785226815,0.170212766,3.76178176735265,0.305555555,16.59722898633776,0.3390364024191907,0.3675160233704549,102.0853265248841,0.1188105482142418,22,22,False,,A+,2,4,"[2021, 2022, 2023, 2024]",A,2021,0.26,0.326,0.338,0.664,0.396,20.0,86.0,1.0,29.0,7.0,0.26,0.326,0.338,0.664,0.396,20.0,86.0,1.0,29.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4YR SR,4.0,MAAC,30.5
