player_uid,player_name,team_code,school_name,conference,season,throws,class_year,production_rank,draft_value_score,reach_score,stuff_score,command_score,risk_score,pitch_count,avg_fb_velo,max_fb_velo,avg_ivb,avg_hb,extension,avg_spin,csw_pct,whiff_pct,zone_pct,arsenal_count,trend_delta,data_completeness_score,one_season_only_flag,missing_critical_count,export_ts
p_804940,Nelson Keljo,ORE_BEA,Oregon State,Pac-12,2025,Left,Unknown,20,64.5633698768475,72.43703498987188,59.17647941574747,97.5811194834574,50.15,50,93.14800111111111,97.68038,15.779884000000003,-6.1758565999999995,6.3844742,2125.7878870199997,34,22.22222222222222,56,4,0,24,TRUE,38,2026-05-08 21:25:59 UTC
p_702523,Matt Scott,GEO_BUL,Georgia,SEC,2026,Right,Unknown,21,64.46579381919675,74.90986407828669,62.65146908102305,74.57737900856588,42.65,53,92.99026933333333,94.90024,14.128184716981131,2.8234741509433965,6.02481679245283,2328.597895490566,39.62264150943396,50,43.39622641509434,4,0.7139826666666664,20.754716981132077,FALSE,42,2026-05-08 21:25:59 UTC
p_822298,Logan Reddemann,UCLA,UCLA,Big Ten,2026,Right,Unknown,22,64.31348387771881,92.53356576970725,52.96966694740375,64.71268256412927,42.65,62,94.96241852941176,97.82455,12.068988870967743,6.451669516129031,6.099293064516129,2139.1265245967743,32.25806451612903,32.142857142857146,50,6,1.967098184584188,25.80645161290323,FALSE,46,2026-05-08 21:25:59 UTC
p_824604,Liam Doyle,TEN_VOL,Tennessee,SEC,2025,Left,Unknown,23,64.15019826544435,74.97691628412323,57.21784545441451,95.42903225862642,50.15,83,95.89007020000001,99.33768,12.823171204819277,-6.263970843373494,5.69965,2191.034518192771,38.55421686746988,40,57.83132530120482,4,0,27.710843373493972,TRUE,60,2026-05-08 21:25:59 UTC
p_805619,Cameron Flukey,COA_CHA,Coastal Carolina,Sun Belt,2025,Right,Unknown,24,63.93395769441783,86.26137764840662,52.51661770123576,78.32777777905093,42.65,86,95.44382392156862,98.20556,9.890986860465116,4.52416511627907,6.272946162790698,2201.4688301627907,39.53488372093023,31.818181818181817,55.81395348837209,5,0,32.55813953488372,FALSE,58,2026-05-08 21:25:59 UTC
p_806076,Gabe Gaeckle,ARK_RAZ,Arkansas,SEC,2026,Right,Unknown,25,63.910338693247986,84.81448005444332,57.64360388077747,66.68650907597197,45.99507627591712,73,94.06376736842104,95.99732,7.8198156164383565,4.328667397260274,6.048233424657536,2420.7123884520547,32.87671232876713,31.57894736842105,46.57534246575342,6,-1.338030510366849,27.397260273972606,FALSE,53,2026-05-08 21:25:59 UTC
p_10105653,Landon Mack,RUT_SCA,Rutgers,Big Ten,2025,Right,Unknown,26,63.83357145952303,76.88982848587905,54.9392198856128,96.45014364439308,50.15,58,93.2870924137931,95.41902,7.380011034482758,8.505277241379309,5.997091724137931,2292.812982310345,32.758620689655174,28,55.172413793103445,5,0,22.41379310344827,TRUE,45,2026-05-08 21:25:59 UTC
p_701336,Davion Hickson,RIC_OWL,Rice,American,2025,Right,Unknown,27,63.765937714977824,74.61040397692447,59.906661105919305,84.75977180063076,50.15,64,93.31415400000002,96.05033,12.91085296875,5.0536828125,6.082746875,2285.675694796875,39.0625,37.5,45.3125,3,0,18.75,TRUE,52,2026-05-08 21:25:59 UTC
p_1000187165,Carter Burnette,WCC,West Chester,PSAC,2026,Right,Unknown,28,63.720761721862004,74.16339567073653,59.14431684088139,83.04276544442354,42.65,54,92.59468043478259,94.51947,11.285122592592593,0.9067692592592593,6.497939814814815,2588.4486913703704,31.48148148148148,22.22222222222222,46.2962962962963,4,2.214861204013374,25.925925925925924,FALSE,40,2026-05-08 21:25:59 UTC
p_806121,Mac Heuer,TEX_RAI,Texas,SEC,2025,Right,Unknown,29,63.71690618117252,76.42176674909429,56.22995828911313,92.46205782955307,50.15,53,92.52244787878789,96.85415,10.39473566037736,0.4696567924528304,5.748340377358492,2402.5711635094335,35.84905660377358,33.333333333333336,49.056603773584904,5,0,26.41509433962264,TRUE,39,2026-05-08 21:25:59 UTC
