player_uid,player_name,season,pitch_type,usage_pct,avg_velo,avg_ivb,avg_hb,extension,rel_height,rel_side,zone_pct,whiff_pct,csw_pct,hard_hit_allowed_pct
p_804901,"Campbell, Kayden",2026,ChangeUp,10,84.29325,3.50083,-18.48572,6.08496,4.24559,-3.50392,100,0,0,100
p_804901,"Campbell, Kayden",2026,Fastball,10,91.27601,17.9219,-5.23445,6.43567,4.66147,-2.26073,0,NA,0,NA
p_804901,"Campbell, Kayden",2026,Sinker,10,90.9621325,12.481405,-12.866922500000001,6.1201175,4.63192,-2.46896625,75,50,50,0
p_805302,"O'Harran, Toran",2026,ChangeUp,20.833333333333332,82.776138,6.862758,12.36429,5.810304,5.643242,2.08547,20,100,60,NA
p_805302,"O'Harran, Toran",2026,Fastball,20.833333333333332,92.55812818181818,14.763152727272727,13.521366363636364,6.068862727272728,5.713365454545454,1.9108990909090908,45.45454545454545,0,18.181818181818183,0
p_805302,"O'Harran, Toran",2026,Slider,20.833333333333332,81.59882375000001,-0.73360125,-3.79909125,5.72519,5.578965,2.12951625,62.5,0,12.5,50
p_805658,"Sdao, Shane",2026,ChangeUp,9.195402298850574,84.22085,6.09611125,-13.3955975,6.5290325000000005,5.35070375,-2.98977125,50,25,12.5,0
p_805658,"Sdao, Shane",2026,Curveball,9.195402298850574,75.84613,-7.447053333333334,12.3091,5.658596666666666,5.448753333333333,-2.8660266666666665,33.333333333333336,NA,33.333333333333336,NA
p_805658,"Sdao, Shane",2026,Cutter,9.195402298850574,85.72619399999999,11.213066,-0.4631539999999999,5.9842509999999995,5.460257,-3.1070915,65,44.44444444444444,45,33.333333333333336
p_805658,"Sdao, Shane",2026,Fastball,9.195402298850574,91.9396225,17.379813,-5.7905705,6.2975555,5.6815545,-2.6735515,65,9.090909090909092,30,42.857142857142854
p_805658,"Sdao, Shane",2026,Sinker,9.195402298850574,89.95244249999999,15.174045,-15.47243,6.159915,5.41577,-3.024005,75,0,25,100
p_805658,"Sdao, Shane",2026,Slider,9.195402298850574,80.91248,6.8886553125,11.6870921875,5.63125625,5.3518771875,-3.1527359375,40.625,30,28.125,20
p_806156,"McKee, Tate",2026,ChangeUp,13.846153846153847,86.27074999999999,3.475265555555555,15.834752222222223,6.076044444444444,5.207145555555556,2.300107777777778,44.44444444444444,40,33.333333333333336,50
p_806156,"McKee, Tate",2026,Curveball,13.846153846153847,83.65206,-5.20394,-5.41941,5.37036,5.55476,1.84525,0,NA,0,NA
p_806156,"McKee, Tate",2026,Cutter,13.846153846153847,87.84180565217392,6.168858695652174,1.372584347826087,5.655850434782609,5.328556086956522,2.335963913043478,43.47826086956522,14.285714285714286,30.434782608695652,50
p_806156,"McKee, Tate",2026,Fastball,13.846153846153847,93.215865,11.44662,10.23892,6.07698,5.34284,2.067885,0,100,50,NA
p_806156,"McKee, Tate",2026,Sinker,13.846153846153847,93.3622894117647,8.667788823529412,16.769439411764704,5.976518235294118,5.338320588235294,2.2870717647058822,52.94117647058823,0,23.529411764705884,33.333333333333336
p_806156,"McKee, Tate",2026,Slider,13.846153846153847,82.57774538461538,-0.9883646153846155,-12.059605384615384,5.285013846153846,5.390583076923077,2.3409807692307694,38.46153846153846,50,23.076923076923077,50
p_807507,"Hartman, Lucas",2026,Curveball,40.90909090909091,80.14695,-10.260256666666667,-9.340845555555555,4.479891111111111,5.603245555555556,1.4307166666666666,77.77777777777777,0,66.66666666666667,100
p_807507,"Hartman, Lucas",2026,Cutter,40.90909090909091,86.6757875,12.08986,0.02548499999999998,4.6172375,5.61509,1.4531475,25,66.66666666666667,75,0
p_807507,"Hartman, Lucas",2026,Fastball,40.90909090909091,90.69329333333333,21.78753,12.516096666666666,4.490166666666666,5.708433333333334,1.3009466666666667,33.333333333333336,NA,66.66666666666667,NA
p_807507,"Hartman, Lucas",2026,Splitter,40.90909090909091,81.70868,4.18166,18.02592,4.38024,5.38882,1.69612,0,NA,0,NA
p_807507,"Hartman, Lucas",2026,Sweeper,40.90909090909091,81.030612,-5.206036,-17.830718,4.259362,5.320882,1.75336,40,100,80,NA
p_809806,"Ballard, Carson",2026,Cutter,51.02040816326531,83.8123544,2.6437804,-6.8659512,5.2832964,5.5633023999999995,2.2310472,68,10,40,0
p_809806,"Ballard, Carson",2026,Fastball,51.02040816326531,92.49886,10.23941,9.50359,5.45912,5.48509,2.35918,100,0,0,NA
p_809806,"Ballard, Carson",2026,Sinker,51.02040816326531,89.19438263157895,7.780933684210527,17.961506315789475,5.397382631578948,5.128605263157895,2.507226315789474,42.10526315789474,66.66666666666667,52.63157894736842,0
p_809806,"Ballard, Carson",2026,Slider,51.02040816326531,74.4711325,-1.3679999999999999,-13.7131475,5.3393225,5.529495,2.2107625,50,66.66666666666667,50,100
p_810962,"Hindy, Mark",2026,Curveball,12.5,79.88741,-3.27169,18.49399,5.09837,6.02939,-1.00279,100,NA,0,NA
p_810962,"Hindy, Mark",2026,Cutter,12.5,84.39813000000001,3.9663125,0.6801,5.6200675,5.7376075,-1.2113125,25,100,50,NA
p_810962,"Hindy, Mark",2026,Fastball,12.5,89.33656666666667,13.540636666666666,-11.177603333333334,6.223013333333333,5.7536233333333335,-1.11696,66.66666666666667,0,33.333333333333336,0
p_811107,"Exum, Jacob",2026,ChangeUp,5.357142857142857,79.3452,-3.0880966666666665,22.233383333333332,5.780279999999999,3.6131333333333333,3.977793333333333,0,NA,0,NA
p_811107,"Exum, Jacob",2026,Cutter,5.357142857142857,83.0766425,3.8678274999999998,7.4300125,6.13144,3.4160274999999998,4.115615,50,50,25,NA
p_811107,"Exum, Jacob",2026,Sinker,5.357142857142857,84.92986870967742,-2.0239732258064516,18.441902258064516,6.272832903225806,3.818720322580645,3.9368038709677418,48.38709677419355,18.181818181818183,32.25806451612903,25
p_811107,"Exum, Jacob",2026,Sweeper,5.357142857142857,76.25313555555556,4.803130555555556,-16.702930555555554,5.758859444444444,3.8410694444444444,4.161946111111111,38.888888888888886,25,27.77777777777778,0
p_811689,"Mastroianni, Marcello",2026,ChangeUp,45.45454545454545,81.53367,0.701256,-13.79406,5.920041333333334,4.672332666666667,-4.185388,60,66.66666666666667,60,0
p_811689,"Mastroianni, Marcello",2026,Cutter,45.45454545454545,75.89104333333333,5.501313333333334,0.8614433333333334,5.86594,4.6493166666666665,-4.174453333333333,0,NA,0,NA
p_811689,"Mastroianni, Marcello",2026,Fastball,45.45454545454545,86.11784222222222,9.358496666666667,-13.460867777777779,5.834666666666666,4.727532222222222,-4.176825555555555,33.333333333333336,0,0,0
p_811689,"Mastroianni, Marcello",2026,Slider,45.45454545454545,74.88095666666666,2.1045616666666667,10.777218333333334,5.7783533333333335,4.541321666666667,-4.2426,66.66666666666667,0,0,0
