player_uid,player_name,season,exit_speed,angle,direction
h_1000182451,"Schmidly, Ike",2026,103.45669000000001,8.568984,-12.991839
h_1000361026,"Moody, Reece",2026,64.99417,-24.867594,-23.104077
h_10121639,"Haesler, Keegan",2026,91.45309,1.736706,31.325742
h_838742,"Grube, Sam",2026,70.3949,-59.46628,40.65636
h_838743,"Petrich, Owen",2026,96.83103,38.613003,2.529477
h_831482,"Ball, Ethan",2026,104.07331,17.732692,-9.085194
h_800606,"Grahovac, Gavin",2026,80.51832,50.096277,16.182501
h_806680,"Hacopian, Chris",2026,103.03378000000001,21.362878,-18.141967
h_808786,"Duer, Jake",2026,96.41074,17.854522,-4.850812
h_824009,"Locurto, Nick",2026,73.15535,-20.316482,-26.499855
h_10100750,"Partida, Nicholas",2026,86.41237000000001,-1.324394,-18.643538
h_838741,"Daniel, Pete",2026,NA,NA,NA
h_695674,"Hughes, Treyson",2026,87.08928,14.573492,-2.81414
h_838742,"Grube, Sam",2026,90.61413,-2.335862,21.157319
h_838743,"Petrich, Owen",2026,70.8207,84.67014,-24.811156
h_1000339305,"Harrison, Connor",2026,102.05572000000001,23.743205,-3.020896
h_800606,"Grahovac, Gavin",2026,101.58766,18.989217,-13.075276
h_831482,"Ball, Ethan",2026,104.17628,-3.961217,-2.874066
h_824009,"Locurto, Nick",2026,96.47802,8.463851,-8.349119
h_811294,"Sorrell, Caden",2026,103.82861,6.4045,-20.908461
h_808786,"Duer, Jake",2026,94.43368000000001,30.662873,21.684623
h_10100750,"Partida, Nicholas",2026,59.99156,-33.955481,-36.455605
h_10069127,"Kiel II, Terrence",2026,83.69915,-4.073038,10.762763
h_828162,"Kellner, Boston",2026,99.35714,20.464537,-21.736855
h_838741,"Daniel, Pete",2026,96.42601,34.961836,14.126657
h_695674,"Hughes, Treyson",2026,74.85156,-37.449594,44.908629
h_838742,"Grube, Sam",2026,97.95952,31.423238,-7.677676
h_809764,"Chestnut, Travis",2026,94.77248,12.111101,16.45887
h_838743,"Petrich, Owen",2026,84.17221,16.952175,14.92056
h_831482,"Ball, Ethan",2026,87.5839,12.799329,22.280309
h_805714,"Cooke, Henry",2026,71.3929,-57.250949,-44.148831
h_824567,"Lutterman, Hudson",2026,70.41272000000001,-4.065675,-42.169392
h_808786,"Duer, Jake",2026,100.7971,13.174064,-8.081889
h_10069127,"Kiel II, Terrence",2026,87.77136,27.168606,14.285725
h_828162,"Kellner, Boston",2026,77.24684,9.104228,-40.440387
h_1000339305,"Harrison, Connor",2026,75.03356000000001,56.064822,19.310415
h_811294,"Sorrell, Caden",2026,100.63253,23.041357,-2.161325
h_702713,"Binderup, Blake",2026,78.19906,26.503163,-18.103159
h_808786,"Duer, Jake",2026,83.50951,12.923338,-26.994203
h_824009,"Locurto, Nick",2026,100.51141,3.895747,-18.893564
h_815976,"French, Anderson",2026,62.362170000000006,-39.331534,53.436715
h_703551,"Gibson, Ethan",2026,77.76377000000001,48.699343,26.515148
h_695674,"Hughes, Treyson",2026,72.71295,-16.419174,17.659445
h_813359,"Teel, Aidan",2026,90.2946,2.394134,-19.166714
h_814505,"Reese, Ace",2026,105.82143,14.990459,-2.035736
h_827671,"Stallman, Reed",2026,105.67273,19.566038,18.285704
h_831482,"Ball, Ethan",2026,97.17369000000001,31.954578,-5.411354
h_825763,"Nunnallee, James",2026,96.62466,-14.568498,-4.129107
h_820842,"Chance, Bryce",2026,101.13339,-5.024041,-9.40896
h_813359,"Teel, Aidan",2026,102.37799,13.407204,-4.030859
h_838741,"Daniel, Pete",2026,87.61072,-23.393071,6.728883
h_829665,"Woodson, Ryder",2026,102.25093,26.210798,-9.777152
h_825763,"Nunnallee, James",2026,84.02720000000001,-14.576826,20.893142
h_820842,"Chance, Bryce",2026,92.70146,-4.381632,-14.42674
h_824567,"Lutterman, Hudson",2026,88.00997000000001,36.705942,30.005528
h_703551,"Gibson, Ethan",2026,89.26145,22.450612,19.232911
h_814505,"Reese, Ace",2026,88.92816,29.194903,-6.419851
h_813559,"Sullivan, Noah",2026,60.1068,70.13536,41.842542
h_824009,"Locurto, Nick",2026,94.7599,23.175494,9.056761
h_831482,"Ball, Ethan",2026,91.74872,38.882526,-8.294113
h_695674,"Hughes, Treyson",2026,98.53132000000001,-2.440639,2.288266
h_827671,"Stallman, Reed",2026,100.88794,9.304553,23.30898
h_831539,"Frei, Gehrig",2026,105.05829,5.806931,-25.63837
h_838762,"Raymond, Andrew",2026,90.28641,47.934147,-14.932905
h_829665,"Woodson, Ryder",2026,67.26148,-50.318422,-33.771268
h_838741,"Daniel, Pete",2026,96.37084,25.067478,12.617469
h_805714,"Cooke, Henry",2026,52.65325,-80.323368,-78.615632
h_814505,"Reese, Ace",2026,99.71658000000001,15.485584,-14.06697
h_827671,"Stallman, Reed",2026,88.36151000000001,27.700555,23.326528
h_831482,"Ball, Ethan",2026,106.5279,24.406739,2.774391
h_831539,"Frei, Gehrig",2026,108.04644,14.544737,33.652239
h_829665,"Woodson, Ryder",2026,NA,NA,NA
h_824567,"Lutterman, Hudson",2026,NA,NA,NA
h_831539,"Frei, Gehrig",2026,83.05156000000001,54.044133,6.25869
h_829665,"Woodson, Ryder",2026,102.02977,-11.217088,-27.389555
h_825763,"Nunnallee, James",2026,81.33833,73.687327,28.895873
h_831480,"Oxendine, CJ",2026,88.68633,-4.364045,7.681481
h_824009,"Locurto, Nick",2026,98.85816,6.149601,7.71822
h_831481,"Chandler, Aimon",2026,105.10276,30.792902,-2.38608
h_695674,"Hughes, Treyson",2026,72.66311,-12.70724,34.653534
h_814505,"Reese, Ace",2026,105.87482,0.854379,4.471756
h_813559,"Sullivan, Noah",2026,56.08999,25.465642,12.586349
h_815976,"French, Anderson",2026,103.54766000000001,28.751177,24.298519
h_824567,"Lutterman, Hudson",2026,98.1603,32.775516,-32.914433
h_811781,"Gates, Sam",2026,105.43877,22.829352,20.523056
h_824009,"Locurto, Nick",2026,88.5813,51.256104,27.826233
h_814822,"Ford, Henry",2026,100.11970000000001,43.648854,0.813255
h_824567,"Lutterman, Hudson",2026,90.76376,36.604746,-19.085524
h_815155,"Clark, Levi",2026,97.85254,31.103634,-1.730104
h_811781,"Gates, Sam",2026,64.70785000000001,17.785478,6.997628
h_838742,"Grube, Sam",2026,51.13224,-71.387648,72.600544
h_815514,"Newstrom, Chris",2026,88.0391,20.14666,3.504903
h_804563,"Marin, Manny",2026,53.45709,58.208737,-30.567187
h_806021,"Antigua, Ariel",2026,73.79441,-5.063859,23.972666
h_824009,"Locurto, Nick",2026,94.73939,25.271692,-29.9975
h_695674,"Hughes, Treyson",2026,56.634,62.754327,-34.186507
h_824567,"Lutterman, Hudson",2026,66.70686,-8.538587,-17.11594
h_815155,"Clark, Levi",2026,49.79247,-54.070739,-43.941129
h_702256,"Chapman, Reese",2026,94.98753,25.832807,11.96887
h_826051,"Myatt, Tyler",2026,76.80266,33.509517,6.36777
h_838741,"Daniel, Pete",2026,71.22806,-18.454502,-10.146899
h_811781,"Gates, Sam",2026,92.9042,24.960198,-15.034783
h_815514,"Newstrom, Chris",2026,71.98405,-60.051117,-52.08965
h_804563,"Marin, Manny",2026,77.6384,39.527264,-3.567677
h_806021,"Antigua, Ariel",2026,66.49344,55.3219,28.649455
h_824009,"Locurto, Nick",2026,89.94423,14.043185,-12.341237
h_824567,"Lutterman, Hudson",2026,85.51342,69.877077,21.14003
h_814822,"Ford, Henry",2026,64.83265,-6.809815,-2.231605
h_825579,"Brown, Blaine",2026,75.9922,-2.549199,3.009893
h_815155,"Clark, Levi",2026,101.25895,11.604585,-39.785941
h_838743,"Petrich, Owen",2026,101.07117000000001,8.395857,13.396524
h_811781,"Gates, Sam",2026,98.9541,-13.035322,15.834141
h_804563,"Marin, Manny",2026,93.13043,-10.557467,31.023531
