player_uid,player_name,team_code,school_name,conference,season,throws,class_year,production_rank,draft_value_score,reach_score,stuff_score,command_score,risk_score,pitch_count,avg_fb_velo,max_fb_velo,avg_ivb,avg_hb,extension,csw_pct,whiff_pct,zone_pct,arsenal_count,trend_delta,data_completeness_score,one_season_only_flag,missing_critical_count,export_ts
p_10296017,"Doll, Landen",MAR_THU,Marshall,Sun Belt,2026,Left,Unknown,23,49.806170886075954,60.891350210970465,32.59493670886076,78.05907172995781,27.05696202531645,76,86.01704921052632,87.96031,18.85307605263158,-11.721854210526315,7.479181842105263,35.526315789473685,13.793103448275861,56.578947368421055,4,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_832383,"Yagesh, Brendan",VIR_TEC,Virginia Tech,ACC,2026,Left,Unknown,24,49.50553797468355,62.89556962025317,54.11392405063292,46.83544303797468,39.08227848101266,358,90.46937275449102,93.59392,13.347712155688622,-7.2602234131736525,6.3247951497005985,28.491620111731844,26.62721893491124,50,4,-0.9305972455089773,100,FALSE,0,2026-04-20 14:17:54 EDT
p_816342,"Gomez, Cohen",STA_CAR,Stanford,ACC,2026,Right,Unknown,25,48.65901898734177,41.323839662447256,71.20253164556962,47.25738396624473,40.664556962025316,19,92.86875727272727,94.10795,17.128856363636363,8.906107272727272,6.561716363636363,31.57894736842105,28.571428571428573,26.31578947368421,3,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_806156,"McKee, Tate",GIT_YEL,Georgia Tech,ACC,2026,Right,Unknown,26,48.34651898734176,67.29957805907172,59.49367088607595,35.0210970464135,51.74050632911392,65,93.34687631578947,95.25443,8.960297368421053,16.082016315789474,5.987093157894737,27.692307692307693,24,43.07692307692308,6,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_702658,"Evans, Rob",MIA_HUR,Miami,ACC,2026,Left,Unknown,27,48.34256329113924,51.766877637130804,62.34177215189874,47.25738396624473,43.5126582278481,85,92.50962673469388,94.91633,8.115147346938775,-15.770178979591837,4.976218367346939,31.764705882352942,36.111111111111114,42.35294117647059,3,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_815866,"Peralta, Erick",MIA_HUR,Miami,ACC,2026,Right,Unknown,28,48.12104430379747,48.391350210970465,64.87341772151899,48.9451476793249,46.677215189873415,18,92.70085416666666,94.86031,7.273229166666667,18.649261666666668,5.124855833333333,38.888888888888886,62.5,38.888888888888886,4,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_10109032,"Lazaro, Daniel",VIR_TEC,Virginia Tech,ACC,2026,Left,Unknown,29,47.567246835443044,58.517932489451475,53.481012658227854,46.413502109704645,39.39873417721519,79,88.67783222222222,92.11056,19.344217333333333,-5.7058337777777774,6.636607333333333,27.848101265822784,22.22222222222222,45.56962025316456,4,-1.221594920634928,100,FALSE,0,2026-04-20 14:17:54 EDT
p_10108349,"Palmer, Will",RAD_HIG,Radford,Big South,2026,Left,Unknown,30,47.48417721518987,37.394514767932485,55.063291139240505,62.869198312236286,22.310126582278478,15,90.381705,91.16282,20.09977,-14.51322125,5.9397175,26.666666666666668,20,53.333333333333336,3,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_831541,"Gleason, Jack",MSU_BDG,Mississippi State,SEC,2026,Right,Unknown,31,47.38132911392405,32.48945147679325,75.9493670886076,51.47679324894515,48.25949367088607,3,92.45948,92.45948,17.19001,15.02418,5.78798,66.66666666666667,100,33.333333333333336,2,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_804901,"Campbell, Kayden",GIT_YEL,Georgia Tech,ACC,2026,Left,Unknown,32,45.90189873417721,36.128691983122366,56.32911392405063,65.40084388185655,37.5,10,90.99700777777778,92.50621,13.085904444444445,-12.01887,6.155178888888889,40,33.333333333333336,70,3,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_824483,"Hatcher, Mason",RAD_HIG,Radford,Big South,2026,Right,Unknown,33,45.897943037974684,39.37236286919831,66.77215189873418,50.21097046413502,47.62658227848101,21,90.41441235294117,91.31548,20.06917,11.96184705882353,6.869077058823529,38.095238095238095,37.5,47.61904761904762,2,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_833405,"Robertson, Aiden",VIR_TEC,Virginia Tech,ACC,2026,Right,Unknown,34,45.664556962025316,67.66877637130801,42.405063291139236,45.9915611814346,43.19620253164557,157,90.97722147727272,93.12525,11.129561136363636,16.99896409090909,6.210169772727273,27.388535031847134,13.043478260869565,47.13375796178344,5,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_810962,"Hindy, Mark",TEN_VOL,Tennessee,SEC,2026,Left,Unknown,35,45.545886075949376,33.860759493670884,48.10126582278481,72.15189873417721,23.892405063291136,8,89.33656666666667,90.11642,13.540636666666666,-11.177603333333334,6.223013333333333,37.5,50,50,3,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_831358,"Brosnan, Reid",ETS_BUC,East Tennessee State,SoCon,2026,Right,Unknown,36,45.00395569620254,37.209915611814345,77.53164556962025,39.66244725738397,59.651898734177216,15,92.77799166666667,93.49675,17.077615,13.528248333333334,5.993556666666667,53.333333333333336,66.66666666666667,40,3,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_811962,"Mazza, Joe",RUT_SCA,Rutgers,Big Ten,2026,Left,Unknown,37,44.43037974683545,43.301687763713076,46.20253164556962,66.24472573839662,38.449367088607595,34,91.22660615384615,92.23347,7.246133846153846,-11.529551538461538,5.941181538461539,44.11764705882353,30.76923076923077,52.94117647058823,2,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_832360,"Zatkowski, Henry",VIR_CAV,Virginia,ACC,2026,Left,Unknown,38,43.82120253164557,65.92827004219409,21.518987341772153,68.77637130801686,33.70253164556962,88,86.7648317948718,88.89001,9.19218717948718,-16.37137641025641,5.936662564102564,35.22727272727273,19.51219512195122,65.9090909090909,5,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_1000185667,"Roe, Brody",VIR_TEC,Virginia Tech,ACC,2026,Left,Unknown,39,43.45332278481012,50.290084388185655,42.088607594936704,54.0084388185654,29.905063291139243,136,89.60356430769231,92.8378,9.688522769230769,-18.357968923076925,5.5959076923076925,25,20.895522388059703,49.26470588235294,3,0.4980443076923109,100,FALSE,0,2026-04-20 14:17:54 EDT
p_832384,"Berzonski, Josh",VIR_TEC,Virginia Tech,ACC,2026,Left,Unknown,40,42.064873417721515,61.70886075949367,41.77215189873418,39.24050632911392,40.348101265822784,75,89.060791,90.65918,16.688362666666666,-11.310251000000001,5.884817,24,20,44,5,0.12684415789473746,100,FALSE,0,2026-04-20 14:17:54 EDT
p_805302,"O'Harran, Toran",STA_CAR,Stanford,ACC,2026,Right,Unknown,41,42.01344936708861,39.741561181434605,58.54430379746836,42.19409282700422,39.08227848101266,24,92.55812818181818,94.46816,14.763152727272727,13.521366363636364,6.068862727272728,25,20,45.833333333333336,3,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_838745,"Wise, Jake",VIR_TEC,Virginia Tech,ACC,2026,Right,Unknown,42,41.962025316455694,51.107594936708864,57.594936708860764,36.70886075949367,54.27215189873417,34,89.0460761111111,90.43828,17.661817222222222,12.906452777777778,6.437984444444444,32.35294117647059,52.94117647058823,41.1764705882353,4,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_1000251066,"Bauer, Patrick",JMU_DUK,James Madison,Sun Belt,2026,Right,Unknown,43,41.08781645569619,51.39767932489451,49.0506329113924,41.35021097046414,45.72784810126582,41,88.10715523809523,89.50794,20.137926666666665,12.170067142857143,6.85307619047619,26.829268292682926,26.31578947368421,43.90243902439025,4,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_703495,"Stieg, Griffin",VIR_TEC,Virginia Tech,ACC,2026,Right,Unknown,44,39.22863924050632,54.29852320675106,52.21518987341772,25.73839662447257,47.310126582278485,30,93.483258,94.68205,10.556025333333332,18.683312,5.499522,20,7.142857142857143,46.666666666666664,5,0.24554112500000258,100,FALSE,0,2026-04-20 14:17:54 EDT
p_10149428,"Lutz, Tyler",JMU_DUK,James Madison,Sun Belt,2026,Left,Unknown,45,38.73022151898734,52.45253164556962,37.65822784810127,48.101265822784804,44.778481012658226,56,87.20622777777778,88.73614,14.616101666666667,-10.361974444444444,6.861495555555556,33.92857142857143,34.78260869565217,41.07142857142857,4,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_831311,"Newman, Dawson",VCU_RAM,VCU,Atlantic 10,2026,Left,Unknown,46,38.71044303797468,39.13502109704641,40.506329113924046,51.47679324894515,27.056962025316455,29,90.261102,92.47705,12.1481955,-11.156474,5.783624,20.689655172413794,14.285714285714286,48.275862068965516,3,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_823306,"Weber, Ben",VIR_TEC,Virginia Tech,ACC,2026,Right,Unknown,47,38.14873417721519,64.60970464135022,25.949367088607595,43.88185654008439,38.765822784810126,120,87.77473719298246,90.21312,10.083969122807018,12.48783,6.369131403508772,26.666666666666668,17.02127659574468,42.5,6,-1.914925932017539,100,FALSE,0,2026-04-20 14:17:54 EDT
p_10105510,"Nystrom, Chase",VCU_RAM,VCU,Atlantic 10,2026,Right,Unknown,48,37.91930379746836,43.24894514767932,49.36708860759494,35.0210970464135,38.13291139240506,20,91.23654,92.10496,15.09046,12.30359,5.803095,20,22.22222222222222,35,4,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_811689,"Mastroianni, Marcello",DUK_BLU,Duke,ACC,2026,Left,Unknown,49,37.49604430379746,48.12763713080169,25,58.64978902953586,26.740506329113924,33,86.11784222222222,87.66661,9.358496666666667,-13.460867777777779,5.834666666666666,27.272727272727273,28.571428571428573,48.484848484848484,4,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_1000270048,"Anderson, Caleb",DUK_BLU,Duke,ACC,2026,Right,Unknown,50,37.32199367088607,37.157172995780584,32.59493670886076,62.86919831223628,29.588607594936708,7,85.56325,85.56325,12.93079,13.29123,6.31811,28.571428571428573,50,57.142857142857146,4,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_10294512,"Lippman, Hank",WM_TRI,William & Mary,CAA,2026,Right,Unknown,51,37.231012658227854,38.23839662447257,60.12658227848101,27.0042194092827,46.360759493670884,41,91.9605394117647,93.54525,16.66199176470588,9.09768294117647,5.9760447058823525,19.51219512195122,22.22222222222222,39.02439024390244,2,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_10180039,"Costarelli, Thomas",ETS_BUC,East Tennessee State,SoCon,2026,Left,Unknown,52,35.07515822784811,47.81118143459916,23.734177215189874,54.85232067510549,32.436708860759495,38,86.73812357142857,88.57812,15.447474285714286,-10.019446785714285,6.3633717857142855,23.68421052631579,4.761904761904762,68.42105263157895,4,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_835480,"Stone, Tyler",VIR_TEC,Virginia Tech,ACC,2026,Right,Unknown,53,34.513449367088604,35.838607594936704,52.21518987341772,29.113924050632907,41.29746835443038,26,91.43098928571429,92.16457,17.22554142857143,10.845797142857142,6.189011428571429,15.384615384615385,12.5,19.23076923076923,3,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_1000110932,"Dugan, Nick",STA_CAR,Stanford,ACC,2026,Right,Unknown,54,33.64715189873418,45.46413502109705,25.31645569620253,48.9451476793249,30.854430379746834,31,90.40928272727272,91.8049,7.357601818181818,12.305183636363637,6.478911818181818,9.67741935483871,0,51.61290322580645,4,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_828410,"Howard, Hunter",RAD_HIG,Radford,Big South,2026,Right,Unknown,55,33.01028481012659,41.95675105485232,57.27848101265823,16.877637130801688,58.702531645569614,22,91.4522,92.13361,14.30674,7.46789,6.237993333333334,22.727272727272727,33.333333333333336,40.90909090909091,4,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_1000243590,"Keefe, Ben",RAD_HIG,Radford,Big South,2026,Left,Unknown,56,32.9628164556962,31.09177215189873,45.88607594936708,37.974683544303794,38.449367088607595,21,89.14519250000001,89.82553,18.15062,-10.9959475,5.3232075,23.80952380952381,22.22222222222222,33.333333333333336,2,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_10320121,"Bobb, Coleman",VCU_RAM,VCU,Atlantic 10,2026,Right,Unknown,57,32.43670886075949,28.21729957805907,41.13924050632911,43.881856540084385,32.436708860759495,14,91.29628636363637,92.09766,11.997833636363636,17.980681818181818,6.720219090909091,21.428571428571427,16.666666666666668,42.857142857142854,3,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_813069,"Lofgren, Brixton",MIA_HUR,Miami,ACC,2026,Right,Unknown,58,32.17958860759494,30.828059071729953,23.734177215189874,59.07172995780591,19.145569620253163,18,88.47969666666667,89.03694,15.312546666666666,12.768076666666667,5.554936666666666,16.666666666666668,0,61.111111111111114,3,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_1000452698,"Rolison, Evan",ETS_BUC,East Tennessee State,SoCon,2026,Right,Unknown,59,31.95806962025316,39.16139240506329,40.189873417721515,36.70886075949367,46.677215189873415,18,88.52302333333333,89.55183,18.544221666666665,-0.9442466666666667,6.6077650000000006,27.77777777777778,16.666666666666668,38.888888888888886,4,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_1000314671,"Kropis, Tyler",ETS_BUC,East Tennessee State,SoCon,2026,Left,Unknown,60,31.700949367088604,34.28270042194092,43.037974683544306,43.459915611814345,55.85443037974684,21,86.23923625,87.41124,16.9205825,-8.74229375,6.152581875,52.38095238095238,50,42.857142857142854,3,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_838500,"Hubert, Cole",TEX_AGG,Texas A&M,SEC,2026,Left,Unknown,61,31.202531645569614,26.5295358649789,29.746835443037973,56.11814345991561,26.74050632911392,9,89.91256666666668,90.10778,15.265626666666666,-9.163403333333333,6.2589033333333335,22.22222222222222,0,77.77777777777777,3,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_815353,"Booth, Braden",MSU_BDG,Mississippi State,SEC,2026,Right,Unknown,62,30.98496835443038,24.97362869198312,48.417721518987335,36.28691983122363,41.29746835443038,8,91.33538,92.37405,17.699145,9.482165,6.396388333333333,12.5,0,62.5,3,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_702667,"DiGiacomo, Roman",DUK_BLU,Duke,ACC,2026,Right,Unknown,63,30.411392405063285,27.373417721518983,43.67088607594936,40.50632911392405,45.09493670886076,11,91.47513833333333,92.45875,15.781241666666666,4.990633333333333,6.7402033333333335,27.272727272727273,0,54.54545454545455,3,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_825281,"Costello, Corey",RAD_HIG,Radford,Big South,2026,Left,Unknown,64,30.13053797468355,43.85548523206751,29.430379746835445,35.86497890295359,39.71518987341772,16,88.5363925,88.72634,17.6225275,-14.7479625,6.057265,18.75,0,50,5,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_815627,"Bauer, Jack",MSU_BDG,Mississippi State,SEC,2026,Left,Unknown,65,30.071202531645568,25.949367088607595,50.63291139240506,30.37974683544304,45.72784810126582,10,98.48416222222222,99.4786,6.843193333333334,-17.907074444444444,4.943603333333333,20,0,50,3,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_1000387580,"Harrison, Dallin",RUT_SCA,Rutgers,Big Ten,2026,Right,Unknown,66,29.699367088607595,54.483122362869196,22.151898734177216,33.755274261603375,44.462025316455694,58,88.36768090909091,90.67196,7.745505,16.55000181818182,6.007027272727273,25.862068965517242,12.5,46.55172413793103,5,0,100,FALSE,0,2026-04-20 14:17:54 EDT
p_1000156391,"LaPalm, Bennett",DUK_BLU,Duke,ACC,2026,Left,Unknown,67,29.268196202531644,26.71413502109705,47.784810126582286,27.42616033755274,40.348101265822784,15,91.70426142857143,93.76066,15.841857142857144,-10.912015714285715,5.965495714285715,6.666666666666667,0,26.666666666666668,3,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_811107,"Exum, Jacob",VIR_TEC,Virginia Tech,ACC,2026,Right,Unknown,68,29.212816455696196,47.54746835443038,14.240506329113924,51.89873417721518,40.664556962025316,56,84.92986870967742,86.37443,-2.0239732258064516,18.441902258064516,6.272832903225806,28.571428571428573,23.529411764705884,42.857142857142854,4,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_828453,"Clover, Caleb",VCU_RAM,VCU,Atlantic 10,2026,Right,Unknown,69,28.674841772151904,21.070675105485233,50.9493670886076,28.270042194092824,40.98101265822785,8,93.50530833333333,94.46956,14.297258333333334,9.470731666666667,6.319426666666667,12.5,0,25,2,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_10164964,"Noonan, Parker",RAD_HIG,Radford,Big South,2026,Right,Unknown,70,28.433544303797472,43.09071729957806,15.822784810126581,54.0084388185654,43.19620253164557,27,83.91547571428572,85.30547,11.05496642857143,12.814185,6.013915,33.333333333333336,18.181818181818183,55.55555555555556,4,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_10278825,"Seneker, Charlie",WM_TRI,William & Mary,CAA,2026,Right,Unknown,71,28.184335443037977,34.36181434599156,16.77215189873418,59.91561181434599,36.86708860759494,25,84.73512625,85.69979,5.6106125,17.32562,4.97765,32,27.272727272727273,56,3,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_1000389559,"Jones, Cooper",ETS_BUC,East Tennessee State,SoCon,2026,Right,Unknown,72,28.117088607594944,28.428270042194093,41.139240506329116,33.333333333333336,44.14556962025316,17,89.2001975,90.69588,16.792785,12.17253625,6.51650875,23.529411764705884,16.666666666666668,41.1764705882353,3,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_831508,"Baker, Eli",RAD_HIG,Radford,Big South,2026,Right,Unknown,73,27.587025316455698,27.953586497890292,40.50632911392405,34.59915611814346,46.99367088607595,16,89.231983,90.8963,16.642709,5.639641,7.079512,25,14.285714285714286,43.75,3,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_834654,"Marsh, Quinten",STA_CAR,Stanford,ACC,2026,Left,Unknown,74,26.182753164556964,33.359704641350206,26.265822784810126,41.35021097046413,42.24683544303797,30,87.82892789473684,90.58558,10.326442105263158,-14.022483157894737,5.9968584210526314,26.666666666666668,16.666666666666668,50,3,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_1000220592,"Eaton, Colin",ETS_BUC,East Tennessee State,SoCon,2026,Right,Unknown,75,24.778481012658226,21.044303797468352,38.607594936708864,30.379746835443033,37.5,8,91.3572575,92.08298,14.777115,12.001265,5.68749,0,0,37.5,3,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_1000248614,"Kinsler, Jaden",JMU_DUK,James Madison,Sun Belt,2026,Left,Unknown,76,22.705696202531648,22.837552742616033,39.87341772151899,23.628691983122366,47.62658227848101,14,85.432,88.13278,17.81114,-16.87932,5.392322500000001,14.285714285714286,28.571428571428573,35.714285714285715,3,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_10151000,"Cruz, Matthew",RUT_SCA,Rutgers,Big Ten,2026,Right,Unknown,77,12.136075949367092,29.061181434599156,25.949367088607595,4.219409282700422,63.13291139240506,19,89.265938,90.58143,12.631385333333332,14.56051,6.057453333333333,10.526315789473685,0,31.57894736842105,4,0,100,TRUE,0,2026-04-20 14:17:54 EDT
p_1000232524,"Lingle, Daniel",WM_TRI,William & Mary,CAA,2026,Right,Unknown,78,11.261867088607595,11.418776371308017,12.341772151898734,33.333333333333336,40.03164556962025,2,86.140915,86.50069,12.310279999999999,0.491205,5.463995,0,0,100,1,0,100,TRUE,0,2026-04-20 14:17:54 EDT
